index,lastName,givenName,year,location,citation,acmFellowProfile,dblpProfile,googleScholarProfile,affiliation,acmInterests,authorID,citation_histogram,citations,coauthors,hindex,i10index,imageLink,interests
1266,Johnson,David S,1995,USA,"For fundamental contributions to the theories of approximation algorithms and computational complexity, and for outstanding service to ACM.",https://awards.acm.org/award-recipients/johnson_1325893,https://dblp.org/pid/198/1125,https://scholar.google.com/citations?user=LyEq7qEAAAAJ,"Visiting Professor, Columbia University Computer Science Department",Algorithms computer science optimization traveling salesman problem bin packing,LyEq7qEAAAAJ,"[('1985', '361'), ('1986', '336'), ('1987', '425'), ('1988', '435'), ('1989', '597'), ('1990', '727'), ('1991', '662'), ('1992', '877'), ('1993', '996'), ('1994', '1087'), ('1995', '1197'), ('1996', '1186'), ('1997', '1332'), ('1998', '1401'), ('1999', '1502'), ('2000', '1880'), ('2001', '3039'), ('2002', '3798'), ('2003', '4648'), ('2004', '5265'), ('2005', '5569'), ('2006', '5699'), ('2007', '5771'), ('2008', '5580'), ('2009', '5207'), ('2010', '5279'), ('2011', '5147'), ('2012', '5208'), ('2013', '5088'), ('2014', '4854'), ('2015', '4897'), ('2016', '5449'), ('2017', '5572'), ('2018', '5915'), ('2019', '6125'), ('2020', '5975'), ('2021', '5959'), ('2022', '5917'), ('2023', '4124')]",139696.0,,112.0,379.0,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=LyEq7qEAAAAJ&citpid=2,"['Algorithms', 'computer science', 'optimization', 'traveling salesman problem', 'bin packing']"
1268,Rosenkrantz,Daniel J,1995,USA,"For pioneering contributions to formal languages, compiler design, algorithm analysis, databases, parallel and fault-tolerant computing and for exemplary ACM service including Editorship of JACM.",https://awards.acm.org/award-recipients/rosenkrantz_1051721,https://dblp.org/pid/80/6105,https://scholar.google.com/citations?user=RNHJqvcAAAAJ,"Biocomplexity Institute and Initiative, University of Virginia",algorithms databases,RNHJqvcAAAAJ,"[('1984', '84'), ('1985', '101'), ('1986', '80'), ('1987', '77'), ('1988', '72'), ('1989', '75'), ('1990', '86'), ('1991', '84'), ('1992', '124'), ('1993', '109'), ('1994', '166'), ('1995', '135'), ('1996', '158'), ('1997', '178'), ('1998', '152'), ('1999', '120'), ('2000', '153'), ('2001', '162'), ('2002', '175'), ('2003', '221'), ('2004', '217'), ('2005', '269'), ('2006', '318'), ('2007', '356'), ('2008', '305'), ('2009', '367'), ('2010', '269'), ('2011', '279'), ('2012', '254'), ('2013', '315'), ('2014', '305'), ('2015', '270'), ('2016', '250'), ('2017', '241'), ('2018', '258'), ('2019', '278'), ('2020', '243'), ('2021', '261'), ('2022', '280'), ('2023', '238')]",9124.0,,40.0,85.0,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=RNHJqvcAAAAJ&citpid=3,"['algorithms', 'databases']"
1270,Goodenough,John B,1995,USA,For technical contributions improving the state of the art and state of the practice of software engineering.,https://awards.acm.org/award-recipients/goodenough_1028323,https://dblp.org/pid/84/1640,https://scholar.google.com/citations?user=U8jmzF0AAAAJ,The University of Texas at Austin,Solid State Chemistry Batteries Magnetism Fuel Cells,U8jmzF0AAAAJ,"[('1985', '468'), ('1986', '464'), ('1987', '546'), ('1988', '766'), ('1989', '812'), ('1990', '822'), ('1991', '936'), ('1992', '939'), ('1993', '1028'), ('1994', '1163'), ('1995', '999'), ('1996', '1119'), ('1997', '1520'), ('1998', '1575'), ('1999', '1776'), ('2000', '2007'), ('2001', '2041'), ('2002', '2130'), ('2003', '2409'), ('2004', '2713'), ('2005', '2682'), ('2006', '3091'), ('2007', '3155'), ('2008', '3446'), ('2009', '3674'), ('2010', '4126'), ('2011', '5260'), ('2012', '5839'), ('2013', '6883'), ('2014', '7865'), ('2015', '9013'), ('2016', '9301'), ('2017', '10263'), ('2018', '11141'), ('2019', '12172'), ('2020', '13677'), ('2021', '15035'), ('2022', '14593'), ('2023', '11475')]",186374.0,,193.0,943.0,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=U8jmzF0AAAAJ&citpid=9,"['Solid State Chemistry', 'Batteries', 'Magnetism', 'Fuel Cells']"
1276,Preparata,Franco P,1995,USA,"For significant research contributions in Computational Geometry, Parallel Algorithms, Theory of VLSI Layouts, Fault Diagnosis in Computer Systems, and Algebraic Coding Theory.",https://awards.acm.org/award-recipients/preparata_1481076,https://dblp.org/pid/p/FPPreparata,https://scholar.google.com/citations?user=i6uX5zUAAAAJ,"Jean-Daniel Boissonnat, M. Yvinec, Franco P. Preparata, Michael N. Vrahatis",Algorithms and Complexity Computational Geometry Data Structures,i6uX5zUAAAAJ,"[('1987', '3'), ('1988', '19'), ('1989', '23'), ('1990', '4'), ('1991', '10'), ('1992', '8'), ('1993', '5'), ('1994', '11'), ('1995', '7'), ('1996', '2'), ('1997', '4'), ('1998', '2'), ('1999', '6'), ('2000', '4'), ('2001', '3'), ('2002', '6'), ('2003', '9'), ('2004', '17'), ('2005', '30'), ('2006', '31'), ('2007', '7'), ('2008', '18'), ('2009', '21'), ('2010', '7'), ('2011', '10'), ('2012', '14'), ('2013', '14'), ('2014', '7'), ('2015', '10'), ('2016', '5'), ('2017', '9'), ('2018', '3'), ('2019', '16'), ('2020', '5'), ('2021', '4'), ('2022', '13'), ('2023', '1')]",383.0,,9.0,9.0,/citations/images/avatar_scholar_128.png,"['Algorithms and Complexity', 'Computational Geometry', 'Data Structures']"
1278,Salton,Gerard,1995,USA,For foundational and most influential contributions over 30 years to information organization and retrieval and for 25 years of distinguished service to the ACM.,https://awards.acm.org/award-recipients/salton_2316166,https://dblp.org/pid/s/GerardSalton,https://scholar.google.com/citations?user=PmJ2544AAAAJ,"Professor of Computer Science, Cornell University",Information Retrieval,PmJ2544AAAAJ,"[('1985', '192'), ('1986', '181'), ('1987', '168'), ('1988', '300'), ('1989', '327'), ('1990', '330'), ('1991', '437'), ('1992', '449'), ('1993', '485'), ('1994', '582'), ('1995', '776'), ('1996', '789'), ('1997', '1067'), ('1998', '1143'), ('1999', '1210'), ('2000', '1384'), ('2001', '1413'), ('2002', '1680'), ('2003', '1776'), ('2004', '1974'), ('2005', '2280'), ('2006', '2160'), ('2007', '2395'), ('2008', '2527'), ('2009', '2519'), ('2010', '2526'), ('2011', '2481'), ('2012', '2643'), ('2013', '2574'), ('2014', '2548'), ('2015', '2544'), ('2016', '2434'), ('2017', '2173'), ('2018', '2010'), ('2019', '1994'), ('2020', '1627'), ('2021', '1486'), ('2022', '1349'), ('2023', '912')]",60781.0,,68.0,143.0,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=PmJ2544AAAAJ&citpid=3,['Information Retrieval']
1279,Wiederhold,Gio,1995,USA,"For seminal contributions to our understanding and use of database management systems and medical informatics, and for outstanding service to the computer science community.",https://awards.acm.org/award-recipients/wiederhold_1020734,https://dblp.org/pid/w/GioWiederhold,https://scholar.google.com/citations?user=fJiGhkoAAAAJ,"Emeritus Professor of Computer Science, Electrical Enginering, & Medicine, Stanford …",Databases Knowledge bases Software Intellectual capital Taxation,fJiGhkoAAAAJ,"[('1984', '108'), ('1985', '155'), ('1986', '142'), ('1987', '210'), ('1988', '179'), ('1989', '223'), ('1990', '274'), ('1991', '304'), ('1992', '289'), ('1993', '379'), ('1994', '388'), ('1995', '456'), ('1996', '529'), ('1997', '637'), ('1998', '663'), ('1999', '760'), ('2000', '834'), ('2001', '924'), ('2002', '927'), ('2003', '1115'), ('2004', '1136'), ('2005', '1191'), ('2006', '1106'), ('2007', '1108'), ('2008', '967'), ('2009', '977'), ('2010', '923'), ('2011', '814'), ('2012', '789'), ('2013', '783'), ('2014', '686'), ('2015', '602'), ('2016', '548'), ('2017', '466'), ('2018', '365'), ('2019', '352'), ('2020', '281'), ('2021', '217'), ('2022', '214'), ('2023', '150')]",24112.0,,64.0,194.0,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=fJiGhkoAAAAJ&citpid=2,"['Databases', 'Knowledge bases', 'Software', 'Intellectual capital', 'Taxation']"
1282,Fuchs,Henry,1995,USA,"Dr. Henry Fuchs is internationally known for his contributions to high performance, parallel display architecture. He was a pioneer who recognized the importance of parallelism for graphic processors.",https://awards.acm.org/award-recipients/fuchs_1256775,https://dblp.org/pid/f/HenryFuchs,https://scholar.google.com/citations?user=guhwcP8AAAAJ,"Federico Gil Distinguished Professor of Computer Science, University of North Carolina",computer graphics virtual reality augmented reality,guhwcP8AAAAJ,"[('1985', '81'), ('1986', '113'), ('1987', '131'), ('1988', '224'), ('1989', '187'), ('1990', '223'), ('1991', '319'), ('1992', '312'), ('1993', '336'), ('1994', '291'), ('1995', '352'), ('1996', '368'), ('1997', '345'), ('1998', '390'), ('1999', '420'), ('2000', '411'), ('2001', '514'), ('2002', '497'), ('2003', '551'), ('2004', '615'), ('2005', '656'), ('2006', '641'), ('2007', '673'), ('2008', '604'), ('2009', '578'), ('2010', '646'), ('2011', '637'), ('2012', '696'), ('2013', '787'), ('2014', '760'), ('2015', '821'), ('2016', '947'), ('2017', '969'), ('2018', '962'), ('2019', '1140'), ('2020', '1020'), ('2021', '1034'), ('2022', '1107'), ('2023', '851')]",22952.0,,76.0,208.0,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=guhwcP8AAAAJ&citpid=2,"['computer graphics', 'virtual reality', 'augmented reality']"
1286,Misra,Jayadev,1995,USA,"For significant advancements in the theory and practice of distributed computing, in particular for work on Parallel Program Design and the development and use of UNITY.",https://awards.acm.org/award-recipients/misra_2575603,https://dblp.org/pid/m/JayadevMisra,https://scholar.google.com/citations?user=49uW_WcAAAAJ,University of Texas at Austin,,49uW_WcAAAAJ,"[('1984', '73'), ('1985', '113'), ('1986', '148'), ('1987', '206'), ('1988', '240'), ('1989', '397'), ('1990', '455'), ('1991', '478'), ('1992', '474'), ('1993', '503'), ('1994', '538'), ('1995', '536'), ('1996', '489'), ('1997', '451'), ('1998', '442'), ('1999', '462'), ('2000', '379'), ('2001', '371'), ('2002', '370'), ('2003', '423'), ('2004', '412'), ('2005', '466'), ('2006', '447'), ('2007', '547'), ('2008', '456'), ('2009', '487'), ('2010', '499'), ('2011', '513'), ('2012', '495'), ('2013', '508'), ('2014', '400'), ('2015', '387'), ('2016', '352'), ('2017', '251'), ('2018', '249'), ('2019', '234'), ('2020', '204'), ('2021', '215'), ('2022', '204'), ('2023', '166')]",15642.0,,43.0,77.0,/citations/images/avatar_scholar_128.png,[]
1289,Hoffman,Lance,1995,USA,"Research and social impact of computing and facilitation of dialogue among concerned stakeholders, exemplified by institutionalizing within ACM the Conference on Computers, Freedom, and Privacy.",https://awards.acm.org/award-recipients/hoffman_1028737,https://dblp.org/pid/89/1666,https://scholar.google.com/citations?user=n3LNFXQAAAAJ,"Distinguished Research Professor  of  Computer Science, The George …",cybersecurity social impact of computing,n3LNFXQAAAAJ,"[('1984', '19'), ('1985', '13'), ('1986', '18'), ('1987', '11'), ('1988', '25'), ('1989', '21'), ('1990', '33'), ('1991', '35'), ('1992', '29'), ('1993', '19'), ('1994', '20'), ('1995', '33'), ('1996', '23'), ('1997', '30'), ('1998', '26'), ('1999', '20'), ('2000', '23'), ('2001', '30'), ('2002', '33'), ('2003', '38'), ('2004', '42'), ('2005', '64'), ('2006', '133'), ('2007', '105'), ('2008', '126'), ('2009', '130'), ('2010', '174'), ('2011', '135'), ('2012', '149'), ('2013', '153'), ('2014', '162'), ('2015', '123'), ('2016', '133'), ('2017', '107'), ('2018', '114'), ('2019', '105'), ('2020', '85'), ('2021', '80'), ('2022', '66'), ('2023', '48')]",3173.0,,23.0,36.0,/citations/images/avatar_scholar_128.png,"['cybersecurity', 'social impact of computing']"
1292,Bernstein,Lawrence,1995,USA,Mr. Bernstein is one of the founders of network management as a technology and as a scientific discipline. His systems currently support over 100 million customers.,https://awards.acm.org/award-recipients/bernstein_2486959,https://dblp.org/pid/12/2489,https://scholar.google.com/citations?user=dMxAkNcAAAAJ,"… Event Detection Group Leader, Physics Division, Lawrence Livermore National Laboratory",Dark Matter and low energy neutrino … neutrino oscillations nuclear arms control nuclear nonproliferation,dMxAkNcAAAAJ,"[('1993', '116'), ('1994', '316'), ('1995', '639'), ('1996', '922'), ('1997', '929'), ('1998', '592'), ('1999', '516'), ('2000', '362'), ('2001', '337'), ('2002', '316'), ('2003', '297'), ('2004', '164'), ('2005', '206'), ('2006', '161'), ('2007', '305'), ('2008', '390'), ('2009', '548'), ('2010', '617'), ('2011', '552'), ('2012', '818'), ('2013', '1118'), ('2014', '1453'), ('2015', '1735'), ('2016', '1780'), ('2017', '1854'), ('2018', '1452'), ('2019', '1195'), ('2020', '1390'), ('2021', '1361'), ('2022', '1358'), ('2023', '826')]",24876.0,,71.0,163.0,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=dMxAkNcAAAAJ&citpid=2,"['Dark Matter and low energy neutrino experimental physics', 'neutrino oscillations', 'nuclear arms control', 'nuclear nonproliferation']"
1294,Garey,Michael R,1995,USA,For fundamental contributions to the theory of complexity and algorithms and for outstanding service to ACM.,https://awards.acm.org/award-recipients/garey_1074483,https://dblp.org/pid/g/MRGarey,https://scholar.google.com/citations?user=ppjLpNYAAAAJ,Retired,Algorithms complexity scheduling theory graph theory,ppjLpNYAAAAJ,"[('1984', '276'), ('1985', '282'), ('1986', '257'), ('1987', '348'), ('1988', '351'), ('1989', '465'), ('1990', '590'), ('1991', '484'), ('1992', '601'), ('1993', '676'), ('1994', '736'), ('1995', '765'), ('1996', '735'), ('1997', '809'), ('1998', '867'), ('1999', '820'), ('2000', '907'), ('2001', '899'), ('2002', '994'), ('2003', '972'), ('2004', '1198'), ('2005', '1323'), ('2006', '1382'), ('2007', '1469'), ('2008', '1420'), ('2009', '1450'), ('2010', '1474'), ('2011', '1451'), ('2012', '1686'), ('2013', '1654'), ('2014', '1619'), ('2015', '1672'), ('2016', '1559'), ('2017', '1519'), ('2018', '1624'), ('2019', '1709'), ('2020', '1605'), ('2021', '1544'), ('2022', '1695'), ('2023', '1160')]",45141.0,,63.0,87.0,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=ppjLpNYAAAAJ&citpid=2,"['Algorithms', 'complexity', 'scheduling theory', 'graph theory']"
1298,Ibarra,Oscar,1995,USA,"For contributions to the design and analysis of algorithms, the theory of computation, computational complexity, and parallel computing.",https://awards.acm.org/award-recipients/ibarra_1194323,https://dblp.org/pid/28/7767,https://scholar.google.com/citations?user=SLN3_44AAAAJ,University of Illinois; University of Michigan,Social Relations Social Cognition Leadership Organizational Behavior,SLN3_44AAAAJ,"[('2000', '38'), ('2001', '69'), ('2002', '78'), ('2003', '98'), ('2004', '107'), ('2005', '125'), ('2006', '147'), ('2007', '177'), ('2008', '220'), ('2009', '239'), ('2010', '280'), ('2011', '321'), ('2012', '375'), ('2013', '573'), ('2014', '600'), ('2015', '697'), ('2016', '793'), ('2017', '886'), ('2018', '1135'), ('2019', '1179'), ('2020', '1354'), ('2021', '1509'), ('2022', '1623'), ('2023', '1343')]",14322.0,,42.0,67.0,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=SLN3_44AAAAJ&citpid=3,"['Social Relations', 'Social Cognition', 'Leadership', 'Organizational Behavior']"
1300,Young,Paul,1995,USA,For fundamental contributions to the theory of the complexity of algorithms and for a career of exceptional service to the computing research and education community.,https://awards.acm.org/award-recipients/young_1473552,https://dblp.org/pid/295/2682,https://scholar.google.com/citations?user=Fy8lsOwAAAAJ,Brigham Young University,Medicinal chemistry microbiology immunology,Fy8lsOwAAAAJ,"[('1999', '57'), ('2000', '79'), ('2001', '126'), ('2002', '148'), ('2003', '179'), ('2004', '247'), ('2005', '416'), ('2006', '677'), ('2007', '892'), ('2008', '1094'), ('2009', '1071'), ('2010', '1112'), ('2011', '1289'), ('2012', '1210'), ('2013', '1231'), ('2014', '1247'), ('2015', '1296'), ('2016', '1283'), ('2017', '1370'), ('2018', '1473'), ('2019', '1477'), ('2020', '1256'), ('2021', '1188'), ('2022', '1180'), ('2023', '829')]",22686.0,,71.0,259.0,/citations/images/avatar_scholar_128.png,"['Medicinal chemistry', 'microbiology', 'immunology']"
1301,Wegner,Peter,1995,USA,For many 27 years Professor Wegner has been an initiating leader in ACM's educational and publication efforts while inspiring several generations of computer scientists.,https://awards.acm.org/award-recipients/wegner_1068550,https://dblp.org/pid/w/PeterWegner,https://scholar.google.com/citations?user=WrJapmUAAAAJ,"Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research",Meteorologie Klima,WrJapmUAAAAJ,"[('1996', '56'), ('1997', '64'), ('1998', '71'), ('1999', '96'), ('2000', '121'), ('2001', '111'), ('2002', '85'), ('2003', '141'), ('2004', '100'), ('2005', '110'), ('2006', '116'), ('2007', '221'), ('2008', '566'), ('2009', '820'), ('2010', '1042'), ('2011', '1264'), ('2012', '1361'), ('2013', '1542'), ('2014', '1465'), ('2015', '1283'), ('2016', '1179'), ('2017', '1081'), ('2018', '1071'), ('2019', '1036'), ('2020', '1035'), ('2021', '1055'), ('2022', '1000'), ('2023', '599')]",19324.0,,32.0,46.0,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=WrJapmUAAAAJ&citpid=1,"['Meteorologie', 'Klima']"
